feature,contribution
Transmission_CVT,0.08963675658160355
accel_var,0.02212401670694817
Transmission_NO DATA,0.014768386160722003
distance_km,-0.0026782368251588194
Generalized_Weight,-0.001317047030897811
duration_min,-0.0001838147931266576
idle_time_min,-4.2518088594079015e-05
VehicleType_PHEV,0.0
Drive Wheels_FWD,0.0
VehicleType_EV,0.0
Drive Wheels_NO DATA,0.0
Vehicle Class_NO DATA,0.0
