feature,contribution
speed_var,-3.155516258869739
speed_mean,-0.054306235313395644
Generalized_Weight,0.015892656011558648
duration_min,-0.011787864196190101
distance_km,-0.007252347626680218
idle_time_min,0.003037038714115199
accel_p95,0.001173239163107721
Vehicle Class_Car,-0.000906323656483958
VehicleType_PHEV,0.0008789009109050547
Transmission_CVT,-0.0007719147280438599
