feature,contribution
speed_var,-1.7237892691759198
speed_mean,-0.05412386837142825
Generalized_Weight,0.01613596964847579
idle_time_min,0.010861617948489836
duration_min,-0.008048254449086488
distance_km,-0.006413018216591236
Transmission_CVT,-0.0008418059909148859
VehicleType_PHEV,0.0008274278602846234
accel_p95,0.0008240550574457675
Vehicle Class_Car,-0.0008175040479135205
