feature,contribution
speed_var,-4.051720575070544
speed_mean,-0.1760985438886303
Generalized_Weight,0.01941800668582131
duration_min,-0.005236514633002243
distance_km,-0.004185930562870641
idle_time_min,0.0015427166639464063
accel_p95,0.0014775527966146163
accel_var,0.0012551959350132272
Vehicle Class_Car,-0.001200043847127806
VehicleType_PHEV,0.001189379296925708
