trip_id,VehId,energy_per_km,predicted_energy_per_km,residual,VehicleType,Transmission,local_r2,local_rmse
560_141,560,2.2627589773725414,0.6626617002410179,1.6000972771315234,PHEV,CVT,0.10111311351626939,0.0041248078542960726
536_340,536,1.5589903550779942,0.4923616112439495,1.0666287438340447,PHEV,NO DATA,0.8557356464421145,0.01833213317592748
11_3013,11,1.189523076818355,0.8825154550901327,0.3070076217282221,PHEV,CVT,0.8171788586202189,0.014160867416083788
443_1365,443,0.7368734616502759,0.4853978263713082,0.2514756352789677,PHEV,CVT,0.8305564292063777,0.012997125160314628
